Unique Class Stereotype,Class Count
lazy-class,1
boundary data-class,1
boundary lazy-class degenerate,2
entity minimal-entity boundary,2
data-provider boundary small-class,6
entity data-provider boundary,2
factory controller small-class,2
commander boundary small-class,4
data-provider boundary,5
boundary degenerate,16
commander boundary,28
pure-controller degenerate,9
degenerate,13
boundary,21
data-class,6
factory degenerate small-class,9
commander boundary data-class small-class,1
commander small-class,13
data-provider degenerate,1
small-class,38
entity boundary small-class,10
empty,234
commander,46
boundary degenerate small-class,10
pure-controller degenerate small-class,11
entity commander boundary,7
data-provider,8
commander boundary lazy-class degenerate,1
data-provider data-class small-class,7
degenerate small-class,18
unclassified,75
controller small-class,3
commander data-class small-class,4
data-provider data-class,1
boundary small-class,2
data-class small-class,10
entity boundary,15
data-provider lazy-class degenerate,1
boundary data-class small-class,4
data-provider small-class,1
lazy-class degenerate,2
Total,650
