Unique Method Stereotype,Method Count
get property wrapper,1
get non-void-command factory collaborator,1
property set factory collaborator,1
factory incidental,4
property set factory,2
property non-void-command factory,3
factory collaborator incidental,1
property non-void-command,24
predicate set,1
property non-void-command factory collaborator,38
controller,30
void-accessor collaborator,1
copy-constructor,3
incidental,110
property wrapper,29
get non-void-command collaborator,5
wrapper stateless,67
property controller,13
property non-void-command collaborator,93
void-accessor wrapper,12
predicate non-void-command,29
predicate wrapper,20
predicate non-void-command collaborator,58
wrapper,21
get set,1
non-void-command collaborator,188
get non-void-command,2
set collaborator,137
non-void-command,342
void-accessor set,2
get property,17
get,495
collaborator incidental,45
get property non-void-command collaborator,9
void-accessor set collaborator,3
get property collaborator,20
set,154
get collaborator,322
command collaborator,363
property,25
property factory collaborator,5
constructor,96
predicate,46
controller stateless,40
non-void-command factory collaborator,9
predicate controller,14
void-accessor command collaborator,140
predicate set collaborator,3
command,320
property factory wrapper,4
property factory controller,2
void-accessor controller,17
empty,89
get property controller,5
factory controller,3
property collaborator,44
stateless,1
get set collaborator,1
get predicate,1
factory wrapper stateless,8
predicate collaborator,14
set factory collaborator,2
collaborator,3
get property non-void-command factory collaborator,2
property set,1
factory collaborator stateless,5
void-accessor command,21
factory controller stateless,4
get property set collaborator,1
Total,3593
