Method Stereotype,Stereotype Count
get,197
predicate,46
property,572
void-accessor,0
set,211
command,955
non-void-command,429
collaborator,962
controller,262
wrapper,430
constructor,169
copy-constructor,4
destructor,0
factory,122
incidental,68
stateless,427
empty,22
unclassified,3
Total,4879
