Unique Class Stereotype,Class Count
data-provider small-class,1
lazy-class degenerate,1
entity data-provider boundary,2
boundary data-class small-class,1
entity,2
factory pure-controller degenerate small-class,1
controller,2
entity factory controller small-class,1
entity boundary small-class,17
small-class,11
data-class,4
pure-controller degenerate,4
commander boundary degenerate,1
boundary degenerate small-class,9
pure-controller degenerate small-class,10
entity commander boundary,7
boundary degenerate,12
commander boundary,33
commander boundary small-class,6
data-provider boundary small-class,3
pure-controller small-class,1
boundary,23
degenerate,12
commander small-class,6
data-provider,15
controller degenerate,2
boundary lazy-class degenerate,3
factory controller,1
commander,52
empty,66
entity small-class,2
degenerate small-class,4
data-class small-class,1
entity boundary,25
data-provider boundary,5
factory degenerate,1
boundary small-class,2
unclassified,52
controller small-class,3
data-provider boundary data-class small-class,3
pure-controller,2
Total,409
