Unique Method Stereotype,Method Count
stateless,1
property factory controller,1
get non-void-command,4
property,3
predicate non-void-command,45
predicate controller,1
non-void-command factory collaborator,18
command collaborator,225
command,421
get collaborator,4
controller stateless,144
wrapper,78
factory collaborator stateless,7
set,30
property factory wrapper,2
constructor,133
wrapper stateless,134
incidental,60
controller,26
predicate non-void-command collaborator,15
property wrapper,21
factory controller stateless,19
collaborator stateless,4
collaborator incidental,13
get,8
property non-void-command,51
property non-void-command factory collaborator,6
property factory collaborator,3
empty,16
factory controller,4
property non-void-command collaborator,61
property controller,4
set collaborator,17
Total,1579
