Unique Method Stereotype,Method Count
void-accessor set,3
property factory wrapper,4
non-void-command factory,2
predicate,23
set factory,1
void-accessor set collaborator,2
get non-void-command,3
void-accessor command collaborator,6
get predicate non-void-command collaborator,2
get non-void-command factory collaborator,4
property set,27
factory collaborator incidental,1
factory wrapper stateless,5
factory collaborator stateless,5
void-accessor command,13
property set collaborator,6
stateless,11
copy-constructor,3
incidental,24
controller,25
predicate non-void-command collaborator,75
predicate non-void-command,84
predicate controller,5
non-void-command factory collaborator,35
command collaborator,503
property wrapper,29
get non-void-command collaborator,8
set,618
constructor,408
property controller,28
property non-void-command collaborator,284
set collaborator,218
get collaborator,209
property collaborator,6
property non-void-command,74
property non-void-command factory collaborator,36
property factory controller,8
command,363
controller stateless,213
property,51
get property non-void-command collaborator,5
get command collaborator,4
get,558
collaborator incidental,26
empty,52
factory controller,17
void-accessor wrapper,1
wrapper stateless,114
get property non-void-command,7
void-accessor controller,2
factory controller stateless,17
get set,9
wrapper,11
set factory collaborator,1
collaborator stateless,25
property factory collaborator,7
predicate wrapper,2
non-void-command collaborator,2
Total,4285
