Unique Class Stereotype,Class Count
commander degenerate,1
entity data-provider boundary,1
data-provider small-class,1
data-provider boundary data-class small-class,1
minimal-entity commander boundary,1
entity factory controller small-class,1
data-provider lazy-class,1
data-provider boundary lazy-class degenerate,2
commander data-class small-class,1
data-provider data-class,1
controller degenerate,4
data-provider,9
data-class,28
boundary degenerate small-class,9
commander boundary,51
boundary degenerate,8
factory pure-controller degenerate small-class,2
controller,8
pure-controller degenerate small-class,16
entity commander boundary,14
factory pure-controller small-class,2
controller small-class,5
unclassified,65
small-class,18
entity boundary small-class,6
data-provider boundary small-class,2
entity small-class,2
empty,176
commander,55
pure-controller degenerate,8
lazy-class small-class,1
entity factory controller,1
data-provider boundary,2
data-provider data-class small-class,12
factory controller small-class,3
degenerate small-class,7
commander boundary data-class small-class,1
commander small-class,13
commander boundary small-class,9
degenerate,12
boundary,29
pure-controller small-class,3
entity,3
entity boundary,30
data-class small-class,2
minimal-entity boundary,2
boundary data-class,2
Total,631
