Unique Method Stereotype,Method Count
get property wrapper,1
property set collaborator,1
void-accessor set,3
factory controller,13
empty,51
get property non-void-command,3
void-accessor set collaborator,10
property wrapper,87
get non-void-command collaborator,8
factory wrapper stateless,4
void-accessor,1
predicate collaborator,3
void-accessor command collaborator,103
get non-void-command,2
non-void-command collaborator,22
predicate wrapper,6
property non-void-command factory collaborator,44
property non-void-command,52
predicate set,5
factory collaborator stateless,37
incidental,41
factory collaborator,1
controller,92
void-accessor collaborator,2
copy-constructor,3
wrapper,99
predicate non-void-command collaborator,5
collaborator stateless,2
property non-void-command factory,2
wrapper stateless,202
set,80
constructor,482
non-void-command,13
set collaborator,101
property non-void-command collaborator,66
property controller,27
property,20
command collaborator,381
property factory wrapper,23
command,352
property factory,11
void-accessor wrapper,7
predicate non-void-command,4
property factory collaborator,28
collaborator incidental,41
get,12
get property non-void-command collaborator,1
property factory controller,7
void-accessor controller,17
get property,2
property collaborator,14
stateless,2
get collaborator,41
unclassified,9
get set collaborator,8
factory controller stateless,9
void-accessor command,25
factory wrapper,1
property set,2
factory collaborator incidental,8
predicate controller,3
controller stateless,1027
non-void-command factory collaborator,88
predicate,2
get wrapper,1
set factory collaborator,1
collaborator,17
Total,3838
