Method Stereotype,Stereotype Count
get,79
predicate,28
property,391
void-accessor,168
set,211
command,861
non-void-command,310
collaborator,1033
controller,1195
wrapper,431
constructor,482
copy-constructor,3
destructor,0
factory,277
incidental,90
stateless,1283
empty,51
unclassified,9
Total,6902
