Unique Class Stereotype,Class Count
entity factory controller,1
commander degenerate,1
entity factory controller small-class,2
data-class,1
entity boundary small-class,2
data-provider,7
commander boundary degenerate,1
controller,4
factory pure-controller degenerate small-class,4
pure-controller,1
boundary degenerate,12
commander boundary,56
minimal-entity commander boundary,1
pure-controller degenerate,45
boundary degenerate small-class,14
commander boundary small-class,12
small-class,16
degenerate small-class,21
controller small-class,7
unclassified,39
entity commander boundary,10
pure-controller degenerate small-class,414
factory pure-controller small-class,1
commander boundary data-class small-class,2
commander small-class,30
entity,3
commander data-class,1
large-class,1
boundary,25
pure-controller small-class,7
degenerate,38
factory controller,1
entity small-class,1
empty,247
commander,35
data-provider boundary small-class,10
commander lazy-class,1
factory controller small-class,6
factory degenerate small-class,3
controller degenerate,14
boundary small-class,3
commander data-class small-class,2
entity data-provider boundary,5
data-class small-class,1
entity boundary,23
data-provider boundary,1
data-provider boundary data-class small-class,25
Total,1157
