Unique Class Stereotype,Class Count
entity,1
pure-controller,2
data-class,2
entity minimal-entity boundary,2
entity factory controller small-class,1
boundary data-class,3
minimal-entity boundary,2
commander boundary degenerate,4
minimal-entity commander boundary,1
data-provider boundary data-class,5
entity data-provider boundary,10
factory degenerate small-class,7
data-provider small-class,1
commander lazy-class degenerate,1
lazy-class,4
commander degenerate,4
factory controller small-class,2
degenerate small-class,41
data-provider boundary,19
data-provider boundary data-class small-class,6
data-provider data-class,4
boundary small-class,6
controller degenerate,1
data-provider boundary degenerate,1
data-provider lazy-class degenerate,3
boundary data-class small-class,3
data-provider boundary lazy-class degenerate,3
pure-controller degenerate,4
pure-controller small-class,2
degenerate,27
boundary,62
commander lazy-class,1
commander boundary lazy-class degenerate,1
data-provider data-class small-class,9
data-provider,21
controller small-class,5
unclassified,89
boundary degenerate,31
entity minimal-entity commander boundary,1
commander boundary,55
factory pure-controller degenerate small-class,28
controller,3
entity commander boundary,10
pure-controller degenerate small-class,54
data-class small-class,1
entity boundary,48
small-class,13
entity boundary small-class,9
lazy-class small-class,1
commander boundary lazy-class,1
commander boundary small-class,10
entity boundary degenerate,2
commander small-class,15
entity small-class,1
empty,213
commander,46
data-provider boundary small-class,6
boundary degenerate small-class,51
Total,959
