Unique Method Stereotype,Method Count
get property wrapper,1
property factory wrapper,1
void-accessor command collaborator,1
void-accessor,1
void-accessor command,1
void-accessor set,1
property set,6
get property set collaborator,2
property,8
get collaborator,4
property set factory collaborator,1
get property collaborator,1
set,7
predicate,4
property factory collaborator,3
factory collaborator stateless,2
collaborator incidental,339
property factory controller,21
get set,2
wrapper,7
stateless,45
controller stateless,149
property collaborator,1
predicate set,1
property non-void-command factory collaborator,54
property non-void-command,59
wrapper stateless,195
void-accessor wrapper,1
predicate non-void-command,14
predicate wrapper,9
predicate controller,7
non-void-command factory collaborator,5
command,51
command collaborator,214
get property controller,1
constructor,120
property controller,196
property non-void-command collaborator,90
set collaborator,8
collaborator stateless,52
empty,69
factory controller,12
factory controller stateless,8
predicate collaborator,10
factory wrapper stateless,3
property wrapper,13
copy-constructor,3
controller,131
incidental,241
predicate non-void-command collaborator,10
predicate set collaborator,2
Total,2187
