Unique Class Stereotype,Class Count
boundary lazy-class degenerate,2
data-class,1
boundary data-class small-class,1
data-provider lazy-class degenerate,1
data-provider boundary lazy-class degenerate,1
data-provider lazy-class small-class,1
commander boundary lazy-class degenerate,1
data-provider small-class,3
lazy-class small-class,1
commander boundary,34
controller,4
boundary degenerate,16
small-class,6
entity boundary small-class,29
pure-controller degenerate,6
commander degenerate,1
lazy-class,5
degenerate small-class,29
data-provider,14
factory controller small-class,1
data-provider boundary lazy-class small-class,1
entity boundary,46
factory controller,1
empty,110
commander,54
data-provider boundary small-class,3
entity data-provider boundary,12
boundary degenerate small-class,8
pure-controller degenerate small-class,36
entity commander boundary,5
data-provider boundary,46
unclassified,88
controller small-class,3
lazy-class degenerate,3
commander boundary data-class small-class,1
commander small-class,6
commander boundary small-class,14
boundary small-class,2
commander data-class small-class,2
boundary,90
pure-controller small-class,1
degenerate,15
data-provider boundary degenerate,7
Total,711
