Unique Method Stereotype,Method Count
get property factory collaborator,1
property set collaborator,4
get property wrapper,3
property set factory collaborator,2
get set collaborator,5
property factory,1
void-accessor set,8
property factory collaborator,2
factory wrapper stateless,1
get predicate,3
get wrapper,4
get predicate non-void-command collaborator,2
get,716
collaborator incidental,157
get property non-void-command collaborator,10
predicate wrapper,31
property controller,161
property non-void-command collaborator,300
get collaborator,492
incidental,258
controller,135
set collaborator,165
non-void-command,14
wrapper stateless,581
set,634
constructor,593
get property controller,7
empty,41
property factory wrapper,2
command,1402
non-void-command collaborator,3
get non-void-command,14
destructor,323
property wrapper,273
get non-void-command collaborator,24
void-accessor wrapper,61
predicate non-void-command,73
predicate,213
command collaborator,1059
property,156
property collaborator,695
property non-void-command,175
property non-void-command factory collaborator,2
predicate set,13
void-accessor command collaborator,404
copy-constructor,32
void-accessor collaborator,41
get predicate collaborator,2
predicate controller,47
controller stateless,607
non-void-command factory collaborator,6
factory collaborator incidental,1
property set,7
void-accessor,20
predicate collaborator,74
unclassified,20
collaborator,47
predicate non-void-command collaborator,112
wrapper,35
get set,16
predicate set collaborator,9
factory collaborator stateless,29
get property collaborator,16
void-accessor set collaborator,91
get property non-void-command,7
get property,10
void-accessor command,56
factory controller stateless,14
void-accessor controller,30
get set factory collaborator,4
property factory controller,3
Total,10559
