Unique Method Stereotype,Method Count
predicate,1
factory controller,1
property factory collaborator,1
collaborator stateless,2
property,16
factory controller stateless,3
wrapper stateless,8
get property non-void-command,24
non-void-command factory collaborator,3
predicate wrapper,2
controller stateless,11
command collaborator,115
wrapper,2
get set,19
predicate set collaborator,26
get set collaborator,1
command,19
constructor,85
set,208
get property factory wrapper,1
property factory wrapper,44
property collaborator,1
predicate set,24
property non-void-command,93
property non-void-command collaborator,18
property controller,4
set collaborator,124
non-void-command,3
controller,1
incidental,4
copy-constructor,44
predicate non-void-command collaborator,43
property wrapper,94
get predicate non-void-command,8
get predicate wrapper,35
get property non-void-command collaborator,26
collaborator incidental,44
get,163
get collaborator,51
Total,1372
