Unique Method Stereotype,Method Count
get property non-void-command,1
property set,1
predicate controller,1
get non-void-command,2
get set,1
wrapper,1
factory collaborator stateless,2
property set collaborator,5
predicate,14
empty,12
command,83
command collaborator,46
get collaborator,5
wrapper stateless,3
set,32
constructor,23
controller stateless,12
controller,8
incidental,5
predicate non-void-command collaborator,2
predicate non-void-command,8
property controller,2
set collaborator,9
property non-void-command collaborator,11
get,18
collaborator incidental,2
predicate collaborator,1
factory wrapper stateless,1
property,6
void-accessor command,1
property non-void-command,6
property non-void-command factory collaborator,1
Total,325
