Unique Method Stereotype,Method Count
property set collaborator,1
void-accessor command,4
get property collaborator,1
set,4
constructor,43
destructor,13
wrapper,4
void-accessor command collaborator,36
empty,10
command,68
predicate,2
void-accessor controller,2
void-accessor set collaborator,7
command collaborator,77
get set factory collaborator,3
get non-void-command collaborator,1
property wrapper,2
controller stateless,19
wrapper stateless,8
non-void-command collaborator,1
predicate non-void-command,3
set collaborator,9
property controller,2
property non-void-command collaborator,6
get collaborator,1
controller,1
predicate non-void-command collaborator,8
copy-constructor,2
collaborator incidental,2
get,2
property,1
predicate controller,2
Total,345
