Unique Method Stereotype,Method Count
get set collaborator,2
collaborator,56
predicate set collaborator,1
empty,27
void-accessor command,9
get non-void-command factory collaborator,2
get controller,3
void-accessor controller,1
unclassified,20
non-void-command collaborator,5
predicate wrapper,10
wrapper,5
get set,6
get property wrapper,2
get non-void-command,9
predicate collaborator,106
destructor,53
property set collaborator,6
command collaborator,507
predicate controller,3
non-void-command factory collaborator,1
predicate non-void-command,30
controller stateless,154
set collaborator,78
property non-void-command collaborator,272
property controller,19
property non-void-command factory collaborator,1
property non-void-command,47
property collaborator,505
collaborator stateless,5
command,459
get property controller,1
constructor,276
set,115
property set,3
wrapper stateless,1343
get collaborator,84
controller,8
predicate non-void-command collaborator,49
copy-constructor,69
incidental,126
get wrapper,58
property,152
void-accessor command collaborator,7
void-accessor,4
void-accessor collaborator,15
get property non-void-command collaborator,1
get,99
collaborator incidental,110
get non-void-command collaborator,9
property wrapper,54
predicate,60
Total,5047
