Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,1
commander boundary,2
commander small-class,1
data-provider boundary small-class,7
boundary degenerate,18
boundary data-class,5
data-provider small-class,8
boundary degenerate small-class,5
pure-controller degenerate small-class,3
entity commander boundary,19
entity boundary small-class,15
small-class,16
controller small-class,1
unclassified,12
commander,11
empty,221
data-provider boundary degenerate,7
data-provider boundary,22
data-provider boundary data-class small-class,2
data-provider lazy-class,1
data-class small-class,10
entity boundary,10
data-class,7
boundary data-class small-class,3
degenerate,8
boundary,12
data-provider,13
entity data-provider boundary,3
data-provider lazy-class small-class,2
degenerate small-class,5
commander data-class small-class,1
controller degenerate,1
boundary lazy-class degenerate,3
entity minimal-entity boundary,1
lazy-class degenerate,1
Total,457
