Unique Class Stereotype,Class Count
entity data-provider boundary,2
commander lazy-class small-class,1
commander boundary degenerate,1
small-class,7
entity boundary small-class,7
boundary degenerate,3
commander boundary,18
commander data-class,1
data-provider,2
data-provider small-class,1
minimal-entity boundary,1
boundary data-class,1
controller small-class,1
unclassified,5
degenerate,8
boundary,14
commander boundary small-class,6
boundary small-class,4
data-provider boundary data-class small-class,1
pure-controller degenerate small-class,1
entity commander boundary,5
boundary degenerate small-class,15
commander lazy-class degenerate,1
data-class small-class,1
entity boundary,14
lazy-class degenerate,3
empty,103
commander,9
factory controller data-class small-class,1
data-provider boundary small-class,3
commander small-class,4
commander boundary data-class small-class,2
boundary data-class small-class,3
degenerate small-class,15
boundary lazy-class,1
Total,265
