Method Stereotype,Stereotype Count
get,226
predicate,104
property,421
void-accessor,1
set,305
command,375
non-void-command,99
collaborator,569
controller,56
wrapper,619
constructor,316
copy-constructor,1
destructor,0
factory,51
incidental,91
stateless,189
empty,42
unclassified,1
Total,3466
