Unique Class Stereotype,Class Count
entity factory controller small-class,1
data-provider boundary data-class,1
entity minimal-entity boundary,2
data-provider data-class small-class,1
data-provider boundary lazy-class small-class,1
factory controller small-class,1
data-provider small-class,3
lazy-class small-class,1
data-provider boundary small-class,4
entity data-provider boundary,3
lazy-class,1
commander degenerate,1
commander boundary small-class,9
entity boundary,9
data-class small-class,1
degenerate,5
boundary,10
pure-controller small-class,2
commander boundary data-class small-class,2
commander small-class,21
boundary data-class small-class,4
data-provider lazy-class degenerate,1
boundary degenerate small-class,19
commander lazy-class degenerate,1
factory pure-controller small-class,1
pure-controller degenerate small-class,8
entity commander boundary,4
factory controller,1
commander,27
empty,215
controller small-class,1
unclassified,20
factory degenerate small-class,1
commander boundary,8
boundary degenerate,6
boundary lazy-class,1
degenerate small-class,19
data-provider boundary,16
data-provider boundary data-class small-class,2
boundary small-class,1
data-provider,5
data-provider boundary lazy-class degenerate,4
small-class,12
entity boundary small-class,2
factory pure-controller degenerate small-class,1
minimal-entity boundary,3
boundary data-class,3
Total,465
