Unique Class Stereotype,Class Count
pure-controller,1
entity minimal-entity boundary,1
data-provider boundary,3
lazy-class small-class,1
entity,1
data-provider data-class small-class,8
boundary data-class small-class,2
lazy-class degenerate,1
minimal-entity boundary lazy-class,1
minimal-entity lazy-class,2
data-provider small-class,4
data-provider boundary small-class,2
commander degenerate,1
commander boundary small-class,20
small-class,18
entity boundary small-class,32
factory degenerate small-class,4
controller degenerate,8
factory controller small-class,7
factory controller degenerate,1
commander boundary degenerate,6
boundary degenerate small-class,28
commander boundary,23
boundary degenerate,12
controller,2
factory pure-controller degenerate small-class,4
entity commander boundary,3
pure-controller degenerate small-class,37
entity boundary degenerate,6
commander small-class,18
data-class small-class,1
entity boundary,33
pure-controller degenerate,11
data-provider,5
degenerate small-class,21
unclassified,19
controller small-class,2
entity small-class,4
empty,209
commander,11
degenerate,29
boundary,26
pure-controller small-class,2
commander data-class small-class,2
data-provider data-class,4
Total,636
