Class Stereotype,Stereotype Count
entity,80
minimal-entity,4
data-provider,26
commander,84
boundary,198
factory,16
controller,20
pure-controller,55
large-class,0
lazy-class,5
degenerate,169
data-class,17
small-class,217
empty,209
unclassified,19
Total,1119
