Unique Method Stereotype,Method Count
get predicate,1
predicate,4
predicate set,4
get property wrapper,4
get set collaborator,11
get set,3
factory controller,3
get property controller,2
constructor,429
property non-void-command factory collaborator,29
property non-void-command,28
property wrapper,34
get non-void-command collaborator,25
get property non-void-command collaborator,9
collaborator incidental,35
get,14
predicate controller,7
property non-void-command collaborator,197
property controller,31
unclassified,4
get property non-void-command factory collaborator,1
empty,32
non-void-command factory collaborator,10
controller stateless,1101
property collaborator,20
stateless,18
property set collaborator,19
incidental,37
controller,101
copy-constructor,11
set,58
wrapper stateless,659
void-accessor command collaborator,25
collaborator stateless,6
factory collaborator stateless,4
predicate non-void-command collaborator,122
wrapper,69
void-accessor wrapper,1
predicate non-void-command,27
get property non-void-command,5
get property collaborator,3
void-accessor set collaborator,1
predicate wrapper,20
get non-void-command,5
non-void-command collaborator,34
set collaborator,60
non-void-command,20
factory wrapper,1
get property set collaborator,7
get collaborator,6
get property,2
get property set,1
void-accessor command,9
factory controller stateless,5
property set factory collaborator,5
command collaborator,644
property,9
property factory collaborator,10
get wrapper,3
get set factory collaborator,1
void-accessor controller,3
property factory controller,7
predicate collaborator,6
property set,5
predicate set collaborator,2
collaborator,2
command,429
property factory wrapper,4
get property factory wrapper,1
Total,4505
