Unique Method Stereotype,Method Count
get property non-void-command,1
non-void-command,1
factory stateless,1
factory collaborator stateless,3
get controller,3
factory controller stateless,2
void-accessor controller,2
property set,4
get property wrapper,2
get non-void-command,3
predicate non-void-command,4
property factory controller,1
get wrapper,9
unclassified,14
void-accessor collaborator,2
void-accessor,2
void-accessor command collaborator,5
destructor,37
property set collaborator,15
get set,7
wrapper,42
factory wrapper stateless,1
predicate collaborator,20
get command,1
get collaborator,135
command collaborator,214
copy-constructor,36
predicate non-void-command collaborator,7
incidental,64
controller,66
controller stateless,228
void-accessor wrapper,4
wrapper stateless,110
get property collaborator,1
set,34
get property controller,3
constructor,278
predicate wrapper,5
non-void-command collaborator,14
command,99
empty,27
get set collaborator,10
collaborator,38
predicate set,1
property non-void-command factory collaborator,2
property non-void-command,15
property collaborator,148
get non-void-command collaborator,21
property wrapper,60
set collaborator,20
property controller,37
property non-void-command collaborator,122
property,79
non-void-command factory collaborator,1
predicate controller,7
get property non-void-command collaborator,2
get,72
collaborator incidental,24
predicate,69
Total,2235
