Unique Method Stereotype,Method Count
factory controller,1
void-accessor collaborator,1
predicate non-void-command collaborator,1
property wrapper,6
command collaborator,27
set collaborator,7
wrapper stateless,66
empty,9
command,59
set,4
constructor,89
property non-void-command factory collaborator,1
non-void-command collaborator,19
collaborator incidental,29
property controller,1
controller stateless,59
property non-void-command collaborator,25
void-accessor wrapper,1
copy-constructor,10
factory wrapper stateless,3
property set collaborator,11
wrapper,8
controller,10
Total,447
