Unique Class Stereotype,Class Count
degenerate,2
commander data-class small-class,2
data-provider boundary small-class,3
entity minimal-entity boundary,1
boundary small-class,2
entity boundary small-class,4
small-class,2
pure-controller small-class,1
pure-controller,1
unclassified,1
empty,295
boundary degenerate small-class,37
boundary,3
pure-controller degenerate,5
commander small-class,11
commander boundary small-class,11
pure-controller degenerate small-class,30
entity boundary,3
factory degenerate small-class,3
degenerate small-class,3
entity factory controller small-class,1
commander boundary data-class small-class,2
boundary data-class small-class,2
commander boundary,4
boundary degenerate,2
Total,431
