Unique Class Stereotype,Class Count
boundary data-class small-class,1
data-provider data-class small-class,1
commander small-class,4
degenerate small-class,5
boundary degenerate small-class,2
entity commander boundary,2
commander,7
degenerate,2
unclassified,12
empty,48
small-class,2
entity boundary small-class,3
controller small-class,3
entity boundary,6
factory degenerate small-class,1
commander boundary small-class,3
minimal-entity commander boundary,1
boundary,4
pure-controller degenerate small-class,3
data-class,2
boundary degenerate,2
commander boundary,8
Total,122
