Unique Class Stereotype,Class Count
pure-controller,1
data-provider data-class small-class,1
entity data-provider factory controller data-class,1
factory controller small-class,4
entity boundary data-class,2
commander boundary degenerate,1
commander data-class small-class,1
boundary small-class,1
minimal-entity commander boundary,1
boundary data-class,2
data-provider boundary data-class small-class,3
commander boundary,16
boundary degenerate,8
entity boundary small-class,11
small-class,4
entity factory controller degenerate,1
entity data-provider boundary,2
degenerate small-class,15
data-provider boundary small-class,5
commander boundary small-class,10
commander degenerate,2
boundary degenerate small-class,3
data-class small-class,1
entity boundary,25
controller small-class,2
unclassified,17
entity small-class,1
commander,5
empty,177
entity factory controller,2
pure-controller degenerate,7
factory degenerate small-class,11
controller degenerate,1
entity data-provider small-class,1
boundary,19
degenerate,6
boundary data-class small-class,2
commander small-class,1
entity boundary degenerate,1
controller,2
factory pure-controller degenerate small-class,2
entity commander boundary,14
pure-controller degenerate small-class,11
Total,403
