Unique Method Stereotype,Method Count
get wrapper,1
factory wrapper,1
collaborator,1
get property,1
get property factory collaborator,4
get non-void-command factory collaborator,1
get property non-void-command,1
predicate,1
collaborator stateless,2
predicate non-void-command,6
property factory collaborator,6
factory controller stateless,4
get non-void-command,9
void-accessor set collaborator,3
unclassified,2
stateless,7
property set collaborator,10
factory collaborator stateless,13
void-accessor command,4
factory collaborator incidental,1
wrapper stateless,137
wrapper,25
get set,78
get collaborator,15
void-accessor command collaborator,10
get non-void-command collaborator,7
property wrapper,14
command collaborator,77
non-void-command factory collaborator,23
non-void-command collaborator,171
predicate wrapper,2
property non-void-command,27
property collaborator,4
property non-void-command factory collaborator,15
property factory controller,4
command,62
get property set,2
empty,13
constructor,128
get property factory wrapper,1
property factory wrapper,9
set,16
get set collaborator,74
non-void-command,1
copy-constructor,8
incidental,34
predicate non-void-command collaborator,11
controller,31
set collaborator,15
property non-void-command collaborator,241
property controller,20
controller stateless,109
predicate collaborator,2
factory wrapper stateless,18
collaborator incidental,11
get,5
get property non-void-command collaborator,4
Total,1502
