Unique Class Stereotype,Class Count
data-class,2
entity minimal-entity boundary,4
minimal-entity,1
controller lazy-class degenerate,1
lazy-class,7
commander degenerate,2
commander boundary lazy-class degenerate,1
data-provider data-class small-class,4
controller,3
commander boundary data-class,1
pure-controller degenerate,4
data-provider lazy-class,2
commander boundary data-class small-class,1
commander small-class,4
entity boundary degenerate,2
lazy-class data-class small-class,2
data-provider lazy-class degenerate,2
boundary data-class small-class,8
minimal-entity lazy-class,1
entity data-provider boundary,26
entity boundary data-class small-class,1
entity commander boundary,3
pure-controller degenerate small-class,44
data-provider boundary,62
data-provider boundary data-class small-class,13
boundary degenerate small-class,80
data-provider boundary data-class,5
controller lazy-class,2
data-provider small-class,18
minimal-entity boundary,1
boundary data-class,2
boundary lazy-class,4
degenerate small-class,16
controller small-class,12
unclassified,77
entity boundary small-class,28
small-class,31
controller degenerate,2
boundary lazy-class degenerate,3
data-provider boundary small-class,48
empty,1170
commander,17
pure-controller small-class,3
boundary,63
degenerate,19
commander boundary,12
boundary degenerate,8
data-provider lazy-class small-class,2
data-provider boundary lazy-class,2
commander data-class small-class,1
boundary small-class,18
data-provider data-class,3
commander boundary small-class,8
data-class small-class,6
entity boundary,37
data-provider,26
lazy-class degenerate,4
Total,1929
