Class Stereotype,Stereotype Count
entity,101
minimal-entity,7
data-provider,213
commander,50
boundary,441
factory,0
controller,20
pure-controller,51
large-class,0
lazy-class,33
degenerate,188
data-class,49
small-class,348
empty,1170
unclassified,77
Total,2748
