Unique Method Stereotype,Method Count
get predicate,1
get void-accessor collaborator,1
collaborator incidental,152
get,178
get property non-void-command collaborator,11
controller,58
incidental,148
property non-void-command collaborator,415
non-void-command,1
set collaborator,124
property controller,161
void-accessor command collaborator,126
copy-constructor,93
void-accessor collaborator,22
property collaborator,717
property non-void-command,53
predicate set,5
property non-void-command factory collaborator,1
get set,114
predicate non-void-command collaborator,51
wrapper,39
destructor,86
wrapper stateless,222
predicate non-void-command,31
void-accessor wrapper,21
void-accessor command,40
property set,7
set,120
constructor,767
get property controller,9
get non-void-command collaborator,100
property wrapper,240
property,100
command collaborator,210
command,210
empty,154
non-void-command factory collaborator,2
controller stateless,484
void-accessor set,6
get set collaborator,218
get property wrapper,6
get wrapper,48
void-accessor controller,36
property set collaborator,59
unclassified,32
predicate,166
get property set collaborator,3
predicate controller,33
get collaborator,406
get controller,48
collaborator,15
get non-void-command,64
non-void-command collaborator,90
get predicate controller,1
predicate wrapper,28
predicate set collaborator,8
void-accessor,7
predicate collaborator,54
get property,6
property command collaborator,10
get property collaborator,17
void-accessor set collaborator,24
get property non-void-command,2
Total,6661
