Unique Method Stereotype,Method Count
get set collaborator,2
collaborator,1
predicate wrapper,3
void-accessor set,2
predicate controller,1
get wrapper,5
void-accessor controller,4
property factory collaborator,3
get property,3
factory collaborator,2
non-void-command factory,1
factory controller stateless,7
get collaborator,26
predicate collaborator,4
empty,12
controller stateless,150
property,28
command collaborator,59
predicate,29
get non-void-command,1
void-accessor set collaborator,7
get property collaborator,2
set,52
constructor,196
property set,3
void-accessor wrapper,6
wrapper stateless,49
predicate set collaborator,1
property non-void-command factory,1
collaborator incidental,14
get property non-void-command collaborator,1
get,50
void-accessor,5
void-accessor collaborator,5
void-accessor command collaborator,57
destructor,124
property set collaborator,12
get set,2
wrapper,12
predicate non-void-command,12
command,127
get property non-void-command,1
get non-void-command collaborator,2
property wrapper,39
property controller,33
property non-void-command collaborator,206
set collaborator,17
copy-constructor,4
incidental,20
predicate non-void-command collaborator,23
controller,12
void-accessor command,25
predicate set,6
property collaborator,58
property non-void-command,73
property non-void-command factory collaborator,8
property factory controller,1
Total,1609
