Class Name,Class Stereotype,Method Name,Method Stereotype
"TestProcessorAccessor","commander boundary data-class small-class","TestProcessorAccessor","constructor",
"TestProcessorAccessor","commander boundary data-class small-class","ConfigureProcessor","set collaborator",
"TestDataProviderManager","boundary degenerate small-class","get","wrapper stateless",
"UsernameValidatorTests","commander small-class","Setup","command",
"UsernameValidatorTests","commander small-class","IsValidTests","set collaborator",
"WishlistEmailAFriendValidatorTests","commander boundary","Setup","set",
"WishlistEmailAFriendValidatorTests","commander boundary","ShouldHaveErrorWhenFriendEmailIsNullOrEmpty","command collaborator",
"WishlistEmailAFriendValidatorTests","commander boundary","ShouldHaveErrorWhenFriendEmailIsWrongFormat","command collaborator",
"WishlistEmailAFriendValidatorTests","commander boundary","ShouldNotHaveErrorWhenFriendEmailIsCorrectFormat","command collaborator",
"WishlistEmailAFriendValidatorTests","commander boundary","ShouldHaveErrorWhenYourEmailAddressIsNullOrEmpty","command collaborator",
"WishlistEmailAFriendValidatorTests","commander boundary","ShouldHaveErrorWhenYourEmailAddressIsWrongFormat","command collaborator",
"WishlistEmailAFriendValidatorTests","commander boundary","ShouldNotHaveErrorWhenYourEmailAddressIsCorrectFormat","command collaborator",
"PasswordValidatorTests","commander boundary","Setup","command",
"PasswordValidatorTests","commander boundary","IsValidTestsLowercase","set collaborator",
"PasswordValidatorTests","commander boundary","IsValidTestsUppercase","set collaborator",
"PasswordValidatorTests","commander boundary","IsValidTestsDigit","set collaborator",
"PasswordValidatorTests","commander boundary","IsValidTestsNonAlphanumeric","set collaborator",
"PasswordValidatorTests","commander boundary","IsValidTestsAllRules","set collaborator",
"PasswordValidatorTests","commander boundary","ShouldValidateOnChangePasswordModelIsAllRule","command collaborator",
"PasswordValidatorTests","commander boundary","ShouldValidateOnPasswordRecoveryConfirmModelIsAllRule","command collaborator",
"PasswordValidatorTests","commander boundary","ShouldValidateOnRegisterModelIsAllRule","command collaborator",
"InstallValidatorTests","commander boundary","Setup","set",
"InstallValidatorTests","commander boundary","ShouldHaveErrorWhenAdminEmailIsNullOrEmpty","command collaborator",
"InstallValidatorTests","commander boundary","ShouldHaveErrorWhenAdminEmailIsWrongFormat","command collaborator",
"InstallValidatorTests","commander boundary","ShouldNotHaveErrorWhenAdminEmailIsCorrectFormat","command collaborator",
"InstallValidatorTests","commander boundary","ShouldHaveErrorWhenPasswordIsNullOrEmpty","command collaborator",
"InstallValidatorTests","commander boundary","ShouldNotHaveErrorWhenPasswordIsSpecified","command collaborator",
"InstallValidatorTests","commander boundary","ShouldHaveErrorWhenConfirmPasswordIsNullOrEmpty","command collaborator",
"InstallValidatorTests","commander boundary","ShouldNotHaveErrorWhenConfirmPasswordIsSpecified","command collaborator",
"InstallValidatorTests","commander boundary","ShouldHaveErrorWhenPasswordDoesNotEqualConfirmationPassword","command collaborator",
"InstallValidatorTests","commander boundary","ShouldNotHaveErrorWhenPasswordEqualsConfirmationPassword","command collaborator",
"RegisterValidatorTests","commander boundary","SetUp","set",
"RegisterValidatorTests","commander boundary","ShouldHaveErrorWhenEmailIsNullOrEmpty","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldHaveErrorWhenEmailIsWrongFormat","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldNotHaveErrorWhenEmailIsCorrectFormat","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldHaveErrorWhenFirstnameIsNullOrEmpty","controller stateless",
"RegisterValidatorTests","commander boundary","ShouldNotHaveErrorWhenFirstnameIsSpecified","controller stateless",
"RegisterValidatorTests","commander boundary","ShouldHaveErrorWhenLastNameIsNullOrEmpty","controller stateless",
"RegisterValidatorTests","commander boundary","ShouldNotHaveErrorWhenLastNameIsSpecified","controller stateless",
"RegisterValidatorTests","commander boundary","ShouldHaveErrorWhenPasswordIsNullOrEmpty","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldNotHaveErrorWhenPasswordIsSpecified","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldHaveErrorWhenConfirmPasswordIsNullOrEmpty","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldNotHaveErrorWhenConfirmPasswordIsSpecified","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldHaveErrorWhenPasswordDoesNotEqualConfirmationPassword","command collaborator",
"RegisterValidatorTests","commander boundary","ShouldNotHaveErrorWhenPasswordEqualsConfirmationPassword","command collaborator",
"ChangePasswordValidatorTests","commander boundary","Setup","set",
"ChangePasswordValidatorTests","commander boundary","ShouldHaveErrorWhenOldPasswordIsNullOrEmpty","command collaborator",
"ChangePasswordValidatorTests","commander boundary","ShouldNotHaveErrorWhenOldPasswordIsSpecified","command collaborator",
"ChangePasswordValidatorTests","commander boundary","ShouldHaveErrorWhenNewPasswordIsNullOrEmpty","command collaborator",
"ChangePasswordValidatorTests","commander boundary","ShouldNotHaveErrorWhenNewPasswordIsSpecified","command collaborator",
"ChangePasswordValidatorTests","commander boundary","ShouldHaveErrorWhenConfirmNewPasswordIsNullOrEmpty","command collaborator",
"ChangePasswordValidatorTests","commander boundary","ShouldNotHaveErrorWhenConfirmNewPasswordIsSpecified","command collaborator",
"ChangePasswordValidatorTests","commander boundary","ShouldHaveErrorWhenNewPasswordDoesNotEqualConfirmationPassword","command collaborator",
