Unique Method Stereotype,Method Count
property factory collaborator,2
get property non-void-command,1
factory collaborator incidental,2
non-void-command,1
predicate,5
property factory wrapper,2
get set factory collaborator,2
predicate non-void-command,7
property factory controller,11
get set collaborator,4
get property non-void-command factory collaborator,1
factory controller,3
empty,53
property,6
factory collaborator stateless,4
wrapper,16
get set,18
get property wrapper,2
get non-void-command,1
get,6
get property non-void-command collaborator,6
collaborator incidental,80
controller stateless,470
command collaborator,256
set,50
constructor,910
void-accessor wrapper,1
wrapper stateless,270
get non-void-command collaborator,6
property wrapper,35
predicate controller,1
non-void-command factory collaborator,185
non-void-command collaborator,1435
predicate wrapper,6
property controller,72
property non-void-command collaborator,2058
set collaborator,200
command,123
collaborator,1
property set collaborator,171
stateless,3
incidental,21
copy-constructor,1
predicate non-void-command collaborator,29
controller,23
factory controller stateless,11
get non-void-command factory collaborator,1
property collaborator,10
property non-void-command factory collaborator,357
property non-void-command,39
void-accessor collaborator,1
void-accessor command collaborator,1
collaborator stateless,12
factory wrapper stateless,15
Total,7007
