Unique Class Stereotype,Class Count
boundary degenerate,1
entity data-provider boundary small-class,1
data-provider lazy-class small-class,2
data-provider small-class,11
boundary data-class,1
boundary degenerate small-class,23
small-class,15
entity boundary small-class,5
data-provider boundary small-class,20
commander boundary,5
data-provider boundary data-class small-class,9
data-provider boundary,12
lazy-class data-class small-class,1
boundary data-class small-class,2
commander data-class small-class,1
boundary small-class,9
data-provider data-class,1
data-provider,12
commander,3
empty,181
unclassified,9
commander boundary small-class,2
boundary lazy-class,3
degenerate small-class,4
entity data-provider boundary,2
data-provider data-class small-class,3
commander boundary lazy-class degenerate,1
data-class,1
entity commander boundary,5
pure-controller degenerate small-class,3
entity boundary,6
data-class small-class,6
boundary,8
degenerate,4
Total,372
