Method Stereotype,Stereotype Count
get,662
predicate,619
property,885
void-accessor,6
set,730
command,1224
non-void-command,698
collaborator,1789
controller,913
wrapper,419
constructor,577
copy-constructor,11
destructor,125
factory,12
incidental,249
stateless,956
empty,325
unclassified,25
Total,10225
