Class Stereotype,Stereotype Count
entity,86
minimal-entity,4
data-provider,80
commander,134
boundary,278
factory,2
controller,10
pure-controller,223
large-class,0
lazy-class,18
degenerate,322
data-class,19
small-class,311
empty,128
unclassified,115
Total,1730
