Unique Method Stereotype,Method Count
property,2
controller stateless,1043
property set collaborator,121
destructor,116
wrapper,12
predicate collaborator,2
property wrapper,14
get collaborator,133
command,41
empty,1
constructor,138
set,22
predicate non-void-command,2
non-void-command collaborator,2
predicate wrapper,9
command collaborator,41
property controller,2
property non-void-command collaborator,238
set collaborator,52
get set factory,2
wrapper stateless,24
predicate,7
collaborator,1
collaborator incidental,3
get,4
predicate non-void-command collaborator,5
incidental,28
controller,3
copy-constructor,2
property collaborator,40
property non-void-command,1
Total,2111
