Class Name,Class Stereotype,Method Name,Method Stereotype
"WrapperCache","entity commander boundary","registerWrapper","set collaborator"
"WrapperCache","entity commander boundary","getWrapper","property non-void-command collaborator"
"WrapperCache","entity commander boundary","store","wrapper"
"WrapperCache","entity commander boundary","handleDestroyed","command collaborator"
"FlexItem","data-provider boundary data-class small-class","FlexItem::FlexItem","constructor"
"FlexItem","data-provider boundary data-class small-class","FlexItem::getFlexNode","get collaborator"
"FlexItem","data-provider boundary data-class small-class","FlexItem::~FlexItem","destructor"
"EventWidget","unclassified","EventWidget::subscribeToQtEvent","command"
"EventWidget","unclassified","EventWidget::unSubscribeToQtEvent","command"
"EventWidget","unclassified","EventWidget::event","predicate non-void-command collaborator"
"EventWidget","unclassified","EventWidget::eventAfterDefault","predicate non-void-command"
"EventWidget","unclassified","EventWidget::sendEventToNode","predicate non-void-command collaborator"
"EventWidget","unclassified","EventWidget::connectSignalsToEventEmitter","empty"
"EventWidget","unclassified","EventWidget::~EventWidget","destructor"
"QWidgetWrap","boundary data-class small-class","QWidgetWrap::init","property set collaborator"
"QWidgetWrap","boundary data-class small-class","QWidgetWrap::getInternalInstance","get collaborator"
"QWidgetWrap","boundary data-class small-class","QWidgetWrap::~QWidgetWrap","destructor"
"QWidgetWrap","boundary data-class small-class","QWidgetWrap::QWidgetWrap","constructor"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::init","property set collaborator"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::getInternalInstance","get collaborator"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::fromQTreeWidgetItem","property non-void-command collaborator"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::~QTreeWidgetItemWrap","destructor"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::QTreeWidgetItemWrap","constructor"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setIcon","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::icon","property non-void-command collaborator"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setText","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::parent","property non-void-command collaborator"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::childCount","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::child","property non-void-command collaborator"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::text","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setSelected","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setExpanded","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::addChild","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setFlags","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setCheckState","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::flags","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setData","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::data","property non-void-command collaborator"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::setHidden","controller stateless"
"QTreeWidgetItemWrap","degenerate","QTreeWidgetItemWrap::isHidden","controller stateless"
"QTreeWidgetWrap","degenerate","QTreeWidgetWrap::init","property set collaborator"
"QTreeWidgetWrap","degenerate","QTreeWidgetWrap::getInternalInstance","get collaborator"
"QTreeWidgetWrap","degenerate","QTreeWidgetWrap::QTreeWidgetWrap","constructor"
"QTreeWidgetWrap","degenerate","QTreeWidgetWrap::~QTreeWidgetWrap","destructor"
