Unique Method Stereotype,Method Count
get property set collaborator,1
property factory wrapper,1
property factory collaborator,4
get non-void-command factory collaborator,1
collaborator stateless,4
predicate wrapper,1
get factory collaborator,3
get wrapper,4
get set collaborator,21
get controller,1
factory controller stateless,12
get set factory collaborator,1
predicate,4
property factory controller,7
non-void-command factory collaborator,5
predicate controller,6
controller stateless,243
factory collaborator stateless,11
wrapper,110
get set,57
stateless,7
property set collaborator,39
get property wrapper,1
get non-void-command,21
collaborator incidental,4
get,105
constructor,284
set,21
command,451
empty,22
property set,18
factory collaborator incidental,1
wrapper stateless,205
property collaborator,2
property non-void-command factory collaborator,56
property non-void-command,222
predicate non-void-command,21
command collaborator,320
predicate non-void-command collaborator,22
controller,63
incidental,59
get collaborator,19
property controller,14
property non-void-command collaborator,220
set collaborator,12
unclassified,2
get property non-void-command factory collaborator,1
property,6
factory wrapper stateless,14
get non-void-command collaborator,13
property wrapper,45
Total,2787
