Unique Class Stereotype,Class Count
minimal-entity boundary lazy-class,1
lazy-class,2
lazy-class degenerate,1
data-class,3
minimal-entity boundary,1
entity,1
minimal-entity,1
entity boundary data-class,2
data-provider degenerate,1
small-class,28
boundary lazy-class degenerate,1
controller degenerate,5
factory pure-controller degenerate small-class,1
controller,4
boundary degenerate,13
commander boundary,22
data-class small-class,1
entity boundary,19
controller small-class,6
unclassified,85
boundary degenerate small-class,30
pure-controller degenerate,8
data-provider boundary small-class,11
boundary small-class,10
data-provider boundary data-class small-class,7
pure-controller,2
commander small-class,51
entity commander boundary,4
pure-controller degenerate small-class,28
commander boundary small-class,23
empty,110
factory controller,9
commander,39
entity small-class,1
entity minimal-entity boundary,1
degenerate small-class,11
boundary,35
pure-controller small-class,8
degenerate,14
entity factory controller small-class,2
commander boundary degenerate,4
data-provider,8
boundary data-class small-class,1
entity boundary small-class,23
Total,638
