Unique Method Stereotype,Method Count
get property set collaborator,2
factory stateless,1
get predicate set,4
get property set,3
get property wrapper,1
property factory,1
get property,10
property non-void-command factory,1
get property controller,1
get property set factory collaborator,1
void-accessor set,1
property set factory collaborator,4
get property command collaborator,3
collaborator incidental,59
get,315
get property non-void-command collaborator,10
predicate,216
factory wrapper stateless,1
get predicate,1
get controller,5
get collaborator,238
wrapper stateless,304
property wrapper,110
get non-void-command collaborator,32
factory collaborator,1
controller,49
incidental,102
unclassified,68
empty,147
property set,32
factory collaborator incidental,12
constructor,1086
set,248
property non-void-command collaborator,540
property controller,22
factory incidental,12
property command collaborator,14
predicate controller,12
non-void-command factory,1
get set,25
predicate non-void-command collaborator,164
wrapper,127
property set collaborator,63
destructor,538
non-void-command factory collaborator,4
controller stateless,337
void-accessor command collaborator,19
copy-constructor,75
void-accessor collaborator,12
stateless,2
property collaborator,280
property non-void-command,154
predicate set,27
property non-void-command factory collaborator,5
void-accessor wrapper,4
predicate non-void-command,106
command collaborator,425
property,263
void-accessor command,12
factory controller stateless,10
get wrapper,7
get predicate non-void-command collaborator,1
property factory controller,2
void-accessor controller,3
get set factory collaborator,7
get property collaborator,6
get property non-void-command,6
void-accessor set collaborator,11
void-accessor,1
predicate collaborator,50
collaborator,36
get set collaborator,15
property factory collaborator,5
set collaborator,81
non-void-command,2
predicate wrapper,31
get non-void-command,43
non-void-command collaborator,3
get non-void-command factory collaborator,3
predicate set collaborator,10
command,530
property factory wrapper,1
Total,7176
