Class Stereotype,Stereotype Count
entity,103
minimal-entity,7
data-provider,120
commander,134
boundary,415
factory,1
controller,7
pure-controller,83
large-class,0
lazy-class,7
degenerate,269
data-class,58
small-class,491
empty,799
unclassified,136
Total,2630
