Unique Class Stereotype,Class Count
entity data-provider boundary lazy-class,1
commander degenerate,1
lazy-class,1
controller data-class small-class,1
commander lazy-class small-class,1
entity minimal-entity boundary lazy-class,1
entity minimal-entity boundary,6
factory controller small-class,1
entity data-provider boundary,8
data-provider boundary data-class,1
entity boundary small-class,24
data-provider boundary,29
boundary degenerate,11
degenerate small-class,69
data-class,6
entity commander boundary,2
entity boundary data-class small-class,2
pure-controller degenerate small-class,54
entity boundary degenerate,1
commander small-class,40
data-provider lazy-class small-class,1
commander data-class,2
commander boundary degenerate,3
boundary degenerate small-class,90
unclassified,136
controller small-class,4
data-provider data-class,2
commander data-class small-class,14
boundary small-class,32
data-provider boundary data-class small-class,7
empty,797
commander,18
data-provider boundary small-class,15
pure-controller degenerate,15
entity boundary,66
data-class small-class,8
pure-controller small-class,10
boundary,78
degenerate,19
small-class,60
commander boundary lazy-class degenerate,1
data-provider data-class small-class,11
data-provider,34
commander boundary small-class,21
data-provider small-class,22
boundary data-class small-class,4
commander boundary,10
boundary lazy-class degenerate,1
controller degenerate,4
Total,1745
