Unique Method Stereotype,Method Count
get property,1
get predicate non-void-command collaborator,1
get wrapper,1
get predicate collaborator,1
non-void-command factory collaborator,1
predicate controller,7
void-accessor command,1
property set collaborator,4
void-accessor controller,4
get non-void-command,3
get property wrapper,1
void-accessor,3
void-accessor command collaborator,1
void-accessor collaborator,1
unclassified,5
property,30
get collaborator,57
controller stateless,35
property command collaborator,2
copy-constructor,18
controller,16
incidental,14
predicate non-void-command collaborator,23
property controller,13
set collaborator,26
property non-void-command collaborator,138
predicate non-void-command,12
predicate,24
command collaborator,68
property wrapper,24
get non-void-command collaborator,9
void-accessor wrapper,1
wrapper stateless,67
get property collaborator,4
set,21
constructor,134
destructor,78
wrapper,22
predicate collaborator,8
command,49
empty,4
predicate set,3
property non-void-command,14
property collaborator,109
non-void-command collaborator,6
get property non-void-command collaborator,1
get,27
collaborator incidental,33
predicate set collaborator,5
get set collaborator,1
collaborator,3
Total,1134
