Unique Method Stereotype,Method Count
get set collaborator,1
factory wrapper,1
predicate,1
collaborator stateless,7
property factory wrapper,2
property factory controller,2
factory collaborator stateless,8
get wrapper,19
get non-void-command,92
wrapper,19
wrapper stateless,79
controller stateless,99
property,1
get collaborator,13
collaborator incidental,44
get,19
command,167
factory controller,2
empty,50
get property controller,1
constructor,135
set,22
command collaborator,215
property wrapper,40
get non-void-command collaborator,22
predicate non-void-command,33
non-void-command collaborator,3
predicate wrapper,23
predicate controller,6
non-void-command factory collaborator,29
property factory collaborator,5
factory wrapper stateless,11
incidental,1
predicate non-void-command collaborator,16
controller,17
property non-void-command,37
property non-void-command factory collaborator,34
property controller,20
property non-void-command collaborator,322
set collaborator,8
get controller,5
factory controller stateless,23
Total,1654
