Unique Method Stereotype,Method Count
property set factory collaborator,1
predicate collaborator,2
void-accessor command,1
get,1
collaborator incidental,3
get property non-void-command collaborator,1
property factory collaborator,1
empty,4
factory collaborator stateless,5
wrapper,26
property set collaborator,6
property,5
property collaborator,1
property non-void-command factory collaborator,2
property non-void-command,3
predicate controller,2
non-void-command factory collaborator,4
predicate wrapper,2
void-accessor set collaborator,2
get property wrapper,1
predicate non-void-command,2
get collaborator,3
controller stateless,7
predicate,3
command collaborator,142
set,39
constructor,18
wrapper stateless,25
command,188
unclassified,2
incidental,4
controller,9
predicate non-void-command collaborator,7
get non-void-command collaborator,1
property wrapper,4
property non-void-command collaborator,17
property controller,3
set collaborator,31
factory controller stateless,2
get property non-void-command,1
collaborator,3
void-accessor command collaborator,11
Total,595
