Unique Class Stereotype,Class Count
data-provider boundary lazy-class small-class,1
boundary data-class small-class,2
commander boundary small-class,3
boundary degenerate,3
data-provider data-class small-class,3
factory degenerate small-class,3
boundary degenerate small-class,7
commander boundary,15
data-provider,32
entity data-provider boundary,6
controller degenerate,2
lazy-class small-class,1
unclassified,70
data-provider boundary,14
data-provider boundary data-class small-class,1
empty,190
commander,14
data-provider boundary small-class,7
pure-controller degenerate,2
lazy-class degenerate,1
controller,1
factory pure-controller degenerate small-class,1
entity boundary small-class,6
small-class,10
data-provider small-class,12
boundary data-class,3
entity minimal-entity boundary,1
entity boundary,35
data-class small-class,1
boundary,66
degenerate,4
commander small-class,6
commander boundary data-class small-class,1
entity boundary degenerate,2
entity boundary data-class small-class,1
entity commander boundary,8
pure-controller degenerate small-class,2
Total,537
