Class Name,Class Stereotype,Method Name,Method Stereotype
"Worker","commander boundary small-class","Worker","copy-constructor"
"Worker","commander boundary small-class","ExecuteAsync","non-void-command collaborator"
"ToolCommand","entity minimal-entity boundary","ToolCommand","constructor"
"ToolCommand","entity minimal-entity boundary","WithWorkingDirectory","get set"
"ToolCommand","entity minimal-entity boundary","WithEnvironmentVariable","get set"
"ToolCommand","entity minimal-entity boundary","WithEnvironmentVariables","get set collaborator"
"ToolCommand","entity minimal-entity boundary","WithOutputDataReceived","get wrapper"
"ToolCommand","entity minimal-entity boundary","WithErrorDataReceived","get wrapper"
"ToolCommand","entity minimal-entity boundary","WithTimeout","get set collaborator"
"ToolCommand","entity minimal-entity boundary","ExecuteAsync","property non-void-command collaborator"
"ToolCommand","entity minimal-entity boundary","Dispose","wrapper"
"ToolCommand","entity minimal-entity boundary","ExecuteAsyncInternal","property non-void-command factory collaborator"
"ToolCommand","entity minimal-entity boundary","CreateProcess","property non-void-command factory collaborator"
"ToolCommand","entity minimal-entity boundary","WorkingDirectoryInfo","property"
"ToolCommand","entity minimal-entity boundary","AddEnvironmentVariablesTo","void-accessor collaborator"
"ToolCommand","entity minimal-entity boundary","AddWorkingDirectoryTo","void-accessor wrapper"
"RunCommand","empty","RunCommand","constructor"
"DotNetCommand","empty","DotNetCommand","constructor"
"CommandResult","controller data-class small-class","CommandResult","constructor"
"CommandResult","controller data-class small-class","EnsureExitCode","get controller"
"BuildEnvironment","empty","BuildEnvironment","constructor"
"BuildEnvironment","empty","BuildEnvironment","copy-constructor"
"XunitLogger","pure-controller small-class","XunitLogger","constructor"
"XunitLogger","pure-controller small-class","Log<TState>","controller"
"XunitLoggerProvider","small-class","XunitLoggerProvider","constructor"
"XunitLoggerProvider","small-class","XunitLoggerProvider","constructor"
"XunitLoggerProvider","small-class","XunitLoggerProvider","constructor"
"XunitLoggerProvider","small-class","CreateLogger","property factory collaborator"
"XunitLoggerProvider","small-class","Dispose","empty"
