Unique Method Stereotype,Method Count
factory collaborator incidental,1
predicate set collaborator,1
property set factory collaborator,1
factory collaborator stateless,2
property factory wrapper,1
factory wrapper,1
factory wrapper stateless,3
collaborator,1
collaborator stateless,1
predicate non-void-command,5
get property wrapper,1
void-accessor set collaborator,4
get non-void-command,1
non-void-command,6
void-accessor set,1
command,51
predicate controller,5
non-void-command factory collaborator,3
wrapper,22
get set,2
property,5
get set collaborator,18
predicate set,2
property collaborator,2
property non-void-command,2
property non-void-command factory collaborator,7
constructor,219
set,24
factory controller stateless,4
get controller,1
get wrapper,3
predicate wrapper,8
non-void-command collaborator,67
property factory collaborator,8
factory controller,3
empty,24
unclassified,4
get collaborator,21
get non-void-command collaborator,2
property wrapper,283
copy-constructor,24
controller,166
incidental,6
predicate non-void-command collaborator,6
command collaborator,55
controller stateless,475
void-accessor wrapper,1
wrapper stateless,225
property controller,4
property non-void-command collaborator,50
set collaborator,51
property set collaborator,4
stateless,15
void-accessor,2
void-accessor collaborator,3
void-accessor command collaborator,15
get,5
get property non-void-command collaborator,1
collaborator incidental,11
Total,1939
