Unique Class Stereotype,Class Count
commander lazy-class small-class,1
data-provider boundary degenerate,1
data-provider boundary data-class small-class,1
factory degenerate small-class,2
factory controller small-class,1
boundary data-class,1
controller lazy-class degenerate,1
commander data-class,1
data-provider,2
lazy-class small-class,1
factory small-class,1
entity data-provider boundary,6
commander data-class small-class,1
boundary small-class,4
data-provider boundary,7
degenerate small-class,7
data-class small-class,2
entity boundary,10
data-provider small-class,2
small-class,13
entity boundary small-class,12
commander boundary,8
factory pure-controller degenerate small-class,1
controller,10
boundary degenerate,16
pure-controller,15
entity minimal-entity boundary,2
controller small-class,3
unclassified,10
controller data-class small-class,1
commander boundary small-class,28
pure-controller degenerate,38
degenerate,25
pure-controller small-class,7
boundary,9
boundary degenerate small-class,19
factory pure-controller small-class,1
pure-controller degenerate small-class,29
entity commander boundary,9
controller degenerate,1
entity small-class,2
empty,522
commander,7
data-provider boundary small-class,5
entity boundary degenerate,1
commander small-class,20
commander boundary data-class small-class,4
Total,870
