Unique Class Stereotype,Class Count
data-provider lazy-class degenerate,1
entity data-provider boundary,2
controller,1
boundary small-class,2
degenerate small-class,13
boundary degenerate,23
commander boundary,9
entity boundary small-class,5
small-class,8
entity factory controller small-class,1
boundary degenerate small-class,12
pure-controller degenerate,8
commander boundary small-class,15
empty,140
commander,2
data-provider boundary small-class,6
entity commander boundary,4
pure-controller degenerate small-class,13
data-class small-class,3
entity boundary,9
pure-controller,4
degenerate,24
boundary,19
pure-controller small-class,3
commander small-class,2
lazy-class degenerate,4
unclassified,36
controller small-class,4
boundary data-class,1
data-provider data-class small-class,1
data-provider,3
factory controller small-class,1
lazy-class small-class,1
commander boundary lazy-class,1
Total,381
