Unique Method Stereotype,Method Count
factory collaborator incidental,2
collaborator,1
property set,2
get property set collaborator,2
predicate,44
collaborator incidental,9
get,45
get property non-void-command collaborator,9
incidental,69
void-accessor collaborator,1
copy-constructor,11
controller,74
property set collaborator,14
factory wrapper,2
property non-void-command,53
property non-void-command factory collaborator,17
stateless,29
property collaborator,22
predicate set,4
property non-void-command collaborator,219
property controller,24
set,80
get property collaborator,5
constructor,393
empty,14
get property controller,1
factory controller,3
unclassified,13
get property non-void-command factory collaborator,2
property factory wrapper,4
command,114
property,44
command collaborator,240
collaborator stateless,18
get property set factory collaborator,4
void-accessor command collaborator,11
predicate non-void-command collaborator,43
wrapper,161
wrapper stateless,440
property wrapper,24
get non-void-command collaborator,6
predicate wrapper,7
get predicate collaborator,1
controller stateless,337
non-void-command factory collaborator,50
predicate controller,1
get collaborator,21
factory collaborator stateless,9
void-accessor wrapper,3
predicate non-void-command,23
factory controller stateless,2
void-accessor command,6
destructor,8
property set factory collaborator,2
non-void-command collaborator,104
get non-void-command,6
get factory collaborator,1
predicate set collaborator,2
set collaborator,34
non-void-command,15
void-accessor set,1
property factory collaborator,5
get wrapper,3
predicate collaborator,5
property factory controller,3
void-accessor controller,2
Total,2924
