Unique Class Stereotype,Class Count
commander data-class small-class,1
entity factory controller small-class,1
small-class,1
entity boundary small-class,1
controller small-class,1
data-provider boundary,1
pure-controller degenerate small-class,1
boundary,2
commander,1
commander boundary small-class,1
data-provider small-class,3
entity commander boundary,1
boundary degenerate small-class,2
empty,122
unclassified,3
boundary degenerate,8
commander lazy-class small-class,1
commander boundary,10
degenerate small-class,5
lazy-class small-class,1
entity boundary,2
Total,169
