Unique Method Stereotype,Method Count
factory controller stateless,1
non-void-command factory collaborator,2
get,11
get collaborator,8
predicate non-void-command,1
controller stateless,10
property non-void-command collaborator,15
set collaborator,22
property controller,1
factory controller,1
empty,7
command,101
set factory collaborator,1
command collaborator,75
constructor,38
set,32
factory wrapper stateless,1
wrapper stateless,4
property non-void-command factory collaborator,1
property non-void-command,5
get property wrapper,2
get non-void-command,1
get set,8
property set factory collaborator,1
stateless,1
void-accessor controller,1
property,2
copy-constructor,2
predicate non-void-command collaborator,8
controller,3
get set collaborator,4
property factory collaborator,1
Total,371
