Unique Class Stereotype,Class Count
data-provider data-class small-class,2
commander data-class,1
commander small-class,6
entity boundary small-class,20
small-class,14
data-provider small-class,20
data-class,1
data-provider,20
entity minimal-entity boundary,3
data-class small-class,3
entity boundary,23
empty,70
commander,66
data-provider boundary small-class,3
degenerate small-class,4
data-provider boundary data-class small-class,4
unclassified,151
controller small-class,3
data-provider boundary,5
commander boundary small-class,1
boundary degenerate small-class,8
pure-controller degenerate small-class,9
entity commander boundary,1
entity data-provider boundary,1
boundary degenerate,6
commander boundary,4
controller degenerate,3
degenerate,12
boundary,43
pure-controller small-class,1
Total,508
