Unique Method Stereotype,Method Count
property factory wrapper,1
property factory collaborator,189
get wrapper,2
unclassified,3
void-accessor controller,5
get non-void-command,4
void-accessor set collaborator,32
get property wrapper,1
property set,8
wrapper,28
get set,4
void-accessor command,54
collaborator,1
get non-void-command collaborator,58
property wrapper,51
destructor,94
predicate collaborator,10
stateless,1
property set collaborator,21
void-accessor collaborator,2
void-accessor command collaborator,71
command collaborator,276
command,685
empty,403
get property controller,2
constructor,459
set,113
property command collaborator,23
predicate set,2
property collaborator,14
property non-void-command,98
void-accessor wrapper,3
wrapper stateless,75
void-accessor set,5
predicate non-void-command,53
property controller,190
set collaborator,76
property non-void-command collaborator,638
predicate wrapper,10
get collaborator,199
controller,25
predicate non-void-command collaborator,54
copy-constructor,22
incidental,30
predicate,86
property,29
predicate set collaborator,5
controller stateless,121
get property non-void-command collaborator,24
get,207
collaborator incidental,10
predicate controller,21
Total,4598
