Unique Method Stereotype,Method Count
factory stateless,1
void-accessor command collaborator,1
factory wrapper stateless,2
predicate wrapper,2
factory controller stateless,5
factory collaborator stateless,7
get property non-void-command,3
get non-void-command,2
set,49
void-accessor command,2
property factory wrapper,2
get wrapper,2
property set factory collaborator,1
unclassified,1
factory collaborator,1
get collaborator,61
controller stateless,258
wrapper stateless,55
command,183
factory controller,3
empty,33
constructor,189
property factory,1
predicate non-void-command,50
predicate controller,5
non-void-command factory collaborator,25
predicate,7
command collaborator,276
get non-void-command collaborator,2
property wrapper,9
copy-constructor,8
incidental,22
controller,35
predicate non-void-command collaborator,30
set factory collaborator,1
collaborator stateless,14
property non-void-command factory collaborator,12
property non-void-command,104
property set collaborator,1
stateless,7
collaborator incidental,45
get,90
get command collaborator,1
property,14
property factory collaborator,8
wrapper,5
get set,3
property controller,5
property non-void-command collaborator,116
set collaborator,10
get set collaborator,4
Total,1773
