Unique Class Stereotype,Class Count
data-class,1
data-provider small-class,1
data-provider boundary data-class,1
lazy-class,1
entity,1
factory degenerate small-class,2
degenerate small-class,8
boundary degenerate small-class,20
unclassified,36
small-class,5
entity boundary small-class,8
boundary degenerate,10
entity minimal-entity commander boundary,1
commander boundary,22
factory pure-controller degenerate small-class,1
controller,4
data-provider,9
data-provider data-class small-class,3
factory small-class,1
factory controller data-class small-class,1
data-provider boundary small-class,1
empty,90
entity small-class,5
commander,13
commander boundary small-class,21
entity boundary degenerate,1
commander small-class,8
entity boundary,14
entity commander boundary,4
pure-controller degenerate small-class,13
controller degenerate,2
factory controller small-class,2
pure-controller degenerate,14
degenerate,17
pure-controller small-class,4
boundary,7
data-provider boundary,3
data-provider boundary data-class small-class,3
data-provider data-class,2
Total,360
