Unique Method Stereotype,Method Count
factory,1
factory collaborator incidental,1
predicate set,1
predicate set collaborator,1
property wrapper,133
get non-void-command collaborator,7
get,45
collaborator incidental,41
get property non-void-command collaborator,8
factory wrapper stateless,1
predicate collaborator,37
get wrapper,16
get set,3
destructor,128
incidental,47
controller,21
wrapper,72
predicate non-void-command collaborator,18
wrapper stateless,96
property non-void-command,10
property collaborator,146
property non-void-command factory collaborator,2
void-accessor command,18
set,68
constructor,586
empty,78
unclassified,22
collaborator,7
property,78
command collaborator,136
get predicate wrapper,1
factory stateless,1
predicate,224
get predicate controller,1
predicate wrapper,57
property non-void-command collaborator,138
property controller,43
void-accessor command collaborator,128
copy-constructor,23
void-accessor collaborator,21
non-void-command factory collaborator,1
controller stateless,56
get property collaborator,3
void-accessor set collaborator,21
non-void-command collaborator,1
get non-void-command,4
get property wrapper,1
get set factory collaborator,1
void-accessor controller,16
property factory controller,19
property factory collaborator,5
get property,3
predicate controller,57
set collaborator,41
non-void-command,5
property factory,14
void-accessor wrapper,19
predicate non-void-command,13
property set collaborator,7
get set collaborator,3
factory collaborator stateless,2
property set,1
command,98
property factory wrapper,1
get collaborator,110
get controller,4
Total,2971
