Unique Class Stereotype,Class Count
controller data-class small-class,1
entity minimal-entity boundary,1
data-provider data-class small-class,1
boundary data-class,1
minimal-entity boundary,1
boundary lazy-class degenerate,2
entity boundary small-class,9
boundary data-class small-class,4
degenerate small-class,2
commander degenerate,2
data-provider boundary data-class small-class,5
data-provider boundary,52
boundary degenerate small-class,28
data-provider small-class,23
data-provider data-class,2
boundary small-class,69
commander data-class small-class,3
data-provider,43
commander boundary data-class small-class,1
commander small-class,15
data-provider degenerate,1
boundary degenerate,5
commander boundary,6
controller,2
small-class,13
controller small-class,5
unclassified,35
data-provider boundary small-class,36
empty,784
commander,7
entity boundary,25
data-class small-class,1
lazy-class degenerate,1
factory controller small-class,12
factory degenerate small-class,2
boundary,29
degenerate,9
pure-controller small-class,1
entity commander boundary,1
pure-controller degenerate small-class,15
commander boundary small-class,20
entity data-provider boundary,5
Total,1280
